Code,buying value,average value,selling value,date
HKD,155.399585,156.953424,158.507263,10/25/2023
ILS,299.172425,302.163847,305.155269,10/25/2023
INR,14.625078,14.771314,14.91755,10/25/2023
JPY,8.114708,8.195847,8.276986,10/25/2023
KES,8.097686,8.178655,8.259624,10/25/2023
KMF,2.619589,2.645783,2.671976,10/25/2023
KRW,0.901567,0.910581,0.919596,10/25/2023
KWD,"3,932.43","3,971.75","4,011.07",10/25/2023
LSL,63.879924,64.518658,65.157393,10/25/2023
LYD,249.632458,252.128531,254.624603,10/25/2023
MAD,118.057822,119.238281,120.41874,10/25/2023
MRO,3.401393,3.435404,3.469414,10/25/2023
MUR,27.385013,27.658836,27.932658,10/25/2023
MWK,1.07118,1.081891,1.092602,10/25/2023
MZN,19.053272,19.243786,19.434299,10/25/2023
NGN,1.528347,1.543629,1.558911,10/25/2023
NOK,108.943062,110.032382,111.121703,10/25/2023
PLN,288.708658,291.595453,294.482248,10/25/2023
QAR,332.659884,335.986147,339.31241,10/25/2023
RUB,13.041409,13.17181,13.302211,10/25/2023
SAR,324.119013,327.359876,330.600739,10/25/2023
SDG,2.025637,2.045892,2.066146,10/25/2023
SEK,109.459806,110.554293,111.648781,10/25/2023
SGD,888.760588,897.647296,906.534004,10/25/2023
SSP,1.190336,1.202238,1.21414,10/25/2023
SZL,63.876884,64.515588,65.154293,10/25/2023
TRY,43.235079,43.667386,44.099693,10/25/2023
TZS,0.486348,0.491211,0.496073,10/25/2023
UGX,0.322813,0.326041,0.329269,10/25/2023
USD,"1,215.87","1,228.03","1,240.18",10/25/2023
XAF,1.934447,1.95379,1.973132,10/25/2023
XDR,"1,597.63","1,613.60","1,629.58",10/25/2023
XOF,1.96606,1.985718,2.005377,10/25/2023
ZAR,63.876276,64.514974,65.153673,10/25/2023
ZMW,55.966442,56.526049,57.085657,10/25/2023
ZWD,3.204422,3.236463,3.268504,10/25/2023
AED,330.888987,334.197542,337.506098,10/24/2023
AOA,1.45292,1.467448,1.481975,10/24/2023
AUD,773.249926,780.981644,788.713362,10/24/2023
BIF,0.427794,0.432072,0.436349,10/24/2023
CAD,888.784706,897.671656,906.558605,10/24/2023
CHF,"1,364.75","1,378.39","1,392.04",10/24/2023
CNH,166.320742,167.983781,169.646821,10/24/2023
CNY,166.424652,168.088731,169.752809,10/24/2023
DKK,173.960877,175.70031,177.439743,10/24/2023
EGP,39.330925,39.724194,40.117464,10/24/2023
ETB,21.768884,21.986551,22.204218,10/24/2023
EUR,"1,298.45","1,311.44","1,324.42",10/24/2023
GBP,"1,491.45","1,506.36","1,521.27",10/24/2023
GHS,102.691236,103.718045,104.744853,10/24/2023
GNF,0.141585,0.143001,0.144417,10/24/2023
HKD,155.371888,156.92545,158.479011,10/24/2023
ILS,299.806466,302.804228,305.80199,10/24/2023
INR,14.636148,14.782494,14.928841,10/24/2023
JPY,8.122011,8.203223,8.284434,10/24/2023
KES,8.09102,8.171922,8.252824,10/24/2023
KMF,2.612339,2.63846,2.664581,10/24/2023
KRW,0.905416,0.91447,0.923523,10/24/2023
KWD,"3,933.47","3,972.80","4,012.13",10/24/2023
LSL,64.401844,65.045798,65.689751,10/24/2023
LYD,248.125419,250.606423,253.087426,10/24/2023
MAD,117.891902,119.070702,120.249502,10/24/2023
MRO,3.399869,3.433864,3.46786,10/24/2023
MUR,27.465716,27.740345,28.014975,10/24/2023
MWK,1.0707,1.081406,1.092112,10/24/2023
MZN,19.041697,19.232095,19.422493,10/24/2023
NGN,1.375747,1.389503,1.403259,10/24/2023
NOK,109.945505,111.044849,112.144193,10/24/2023
PLN,290.851959,293.760185,296.66841,10/24/2023
QAR,333.193849,336.525451,339.857053,10/24/2023
RUB,12.926187,13.055435,13.184684,10/24/2023
SAR,323.9823,327.221796,330.461292,10/24/2023
SDG,2.024122,2.044361,2.064601,10/24/2023
SEK,110.970631,112.080225,113.18982,10/24/2023
SGD,890.575486,899.480342,908.385197,10/24/2023
SSP,1.191625,1.20354,1.215455,10/24/2023
SZL,64.377538,65.021248,65.664959,10/24/2023
TRY,43.26189,43.694465,44.127041,10/24/2023
TZS,0.48613,0.49099,0.495851,10/24/2023
UGX,0.323884,0.327122,0.330361,10/24/2023
USD,"1,215.32","1,227.48","1,239.63",10/24/2023
XAF,1.93905,1.958438,1.977827,10/24/2023
XDR,"1,595.19","1,611.14","1,627.09",10/24/2023
XOF,1.963964,1.983601,2.003239,10/24/2023
ZAR,64.386045,65.02984,65.673636,10/24/2023
ZMW,56.019147,56.579282,57.139416,10/24/2023
ZWD,3.202987,3.235013,3.26704,10/24/2023
AED,330.651891,333.958076,337.264261,10/23/2023
AOA,1.451916,1.466434,1.480952,10/23/2023
AUD,766.704028,774.370294,782.03656,10/23/2023
BIF,0.427499,0.431773,0.436048,10/23/2023
CAD,885.773905,894.630749,903.487594,10/23/2023
CHF,"1,356.64","1,370.20","1,383.77",10/23/2023
CNH,165.788664,167.446383,169.104102,10/23/2023
CNY,165.971444,167.630991,169.290537,10/23/2023
DKK,172.169565,173.891087,175.612609,10/23/2023
EGP,39.239992,39.632353,40.024713,10/23/2023
ETB,21.757489,21.975042,22.192595,10/23/2023
EUR,"1,284.80","1,297.65","1,310.50",10/23/2023
GBP,"1,475.72","1,490.48","1,505.23",10/23/2023
GHS,102.705306,103.732255,104.759204,10/23/2023
GNF,0.141487,0.142902,0.144317,10/23/2023
HKD,155.198967,156.7508,158.302633,10/23/2023
ILS,299.178526,302.17001,305.161493,10/23/2023
INR,14.604783,14.750816,14.896849,10/23/2023
JPY,8.100004,8.180996,8.261988,10/23/2023
KES,8.096361,8.177316,8.258271,10/23/2023
KMF,2.608105,2.634184,2.660262,10/23/2023
KRW,0.897504,0.906478,0.915452,10/23/2023
KWD,"3,926.05","3,965.31","4,004.56",10/23/2023
LSL,63.88674,64.525542,65.164345,10/23/2023
LYD,247.954002,250.433291,252.912581,10/23/2023
MAD,117.602779,118.778688,119.954597,10/23/2023
MRO,3.39752,3.431492,3.465464,10/23/2023
MUR,27.37205,27.645743,27.919436,10/23/2023
MWK,1.057209,1.06778,1.078351,10/23/2023
MZN,19.031578,19.221875,19.412172,10/23/2023
NGN,1.412445,1.426568,1.440691,10/23/2023
NOK,109.572608,110.668224,111.763839,10/23/2023
PLN,288.472239,291.35667,294.241101,10/23/2023
QAR,333.100899,336.431571,339.762244,10/23/2023
RUB,12.721725,12.848929,12.976133,10/23/2023
SAR,323.758477,326.995735,330.232993,10/23/2023
SDG,2.023331,2.043562,2.063794,10/23/2023
SEK,110.572736,111.678352,112.783967,10/23/2023
SGD,884.902512,893.750644,902.598775,10/23/2023
SSP,1.190802,1.202709,1.214616,10/23/2023
SZL,63.951107,64.590554,65.23,10/23/2023
TRY,43.301228,43.734197,44.167165,10/23/2023
TZS,0.485794,0.490651,0.495509,10/23/2023
UGX,0.32366,0.326896,0.330133,10/23/2023
USD,"1,214.48","1,226.63","1,238.77",10/23/2023
XAF,1.951069,1.970578,1.990087,10/23/2023
XDR,"1,592.76","1,608.69","1,624.61",10/23/2023
XOF,1.957749,1.977324,1.9969,10/23/2023
ZAR,63.922567,64.561728,65.200889,10/23/2023
ZMW,56.08307,56.643844,57.204618,10/23/2023
ZWD,3.200774,3.232778,3.264783,10/23/2023
AED,330.465484,333.769805,337.074126,10/20/2023
AOA,1.452349,1.466871,1.481393,10/20/2023
AUD,766.412879,774.076234,781.739588,10/20/2023
BIF,0.427269,0.431541,0.435813,10/20/2023
CAD,884.845761,893.693324,902.540888,10/20/2023
CHF,"1,359.92","1,373.51","1,387.11",10/20/2023
CNH,165.411782,167.065733,168.719683,10/20/2023
CNY,165.874858,167.533439,169.19202,10/20/2023
DKK,171.99378,173.713544,175.433308,10/20/2023
EGP,39.282605,39.675391,40.068178,10/20/2023
ETB,21.751244,21.968735,22.186225,10/20/2023
EUR,"1,283.63","1,296.46","1,309.30",10/20/2023
GBP,"1,470.80","1,485.51","1,500.21",10/20/2023
GHS,102.650044,103.676441,104.702838,10/20/2023
GNF,0.141411,0.142825,0.144239,10/20/2023
HKD,155.203463,156.755341,158.307219,10/20/2023
ILS,299.933386,302.932417,305.931448,10/20/2023
INR,14.591462,14.737362,14.883262,10/20/2023
JPY,8.099894,8.180885,8.261876,10/20/2023
KES,8.102929,8.18395,8.264971,10/20/2023
KMF,2.603667,2.629701,2.655736,10/20/2023
KRW,0.898235,0.907216,0.916198,10/20/2023
KWD,"3,924.57","3,963.82","4,003.06",10/20/2023
LSL,63.797135,64.435042,65.072949,10/20/2023
LYD,247.820588,250.298543,252.776499,10/20/2023
MAD,117.815042,118.993073,120.171104,10/20/2023
MRO,3.395692,3.429646,3.463599,10/20/2023
MUR,27.400414,27.67439,27.948366,10/20/2023
MWK,1.054212,1.064753,1.075294,10/20/2023
MZN,19.018304,19.208468,19.398631,10/20/2023
NGN,1.584656,1.600501,1.616346,10/20/2023
NOK,110.22435,111.326482,112.428614,10/20/2023
PLN,288.238732,291.120828,294.002924,10/20/2023
QAR,332.866441,336.194769,339.523098,10/20/2023
RUB,12.526736,12.65199,12.777245,10/20/2023
SAR,323.597628,326.833277,330.068927,10/20/2023
SDG,2.021635,2.04185,2.062064,10/20/2023
SEK,110.705634,111.812578,112.919523,10/20/2023
SGD,884.232776,893.074211,901.915645,10/20/2023
SSP,1.191375,1.203288,1.2152,10/20/2023
SZL,63.801384,64.439333,65.077283,10/20/2023
TRY,43.330731,43.763995,44.197258,10/20/2023
TZS,0.485532,0.490387,0.495242,10/20/2023
UGX,0.323486,0.32672,0.329955,10/20/2023
USD,"1,213.83","1,225.97","1,238.11",10/20/2023
XAF,1.922708,1.941933,1.961159,10/20/2023
XDR,"1,590.44","1,606.34","1,622.24",10/20/2023
XOF,1.950019,1.969518,1.989016,10/20/2023
ZAR,63.777714,64.415427,65.05314,10/20/2023
ZMW,56.39216,56.956024,57.519889,10/20/2023
ZWD,3.199052,3.231039,3.263026,10/20/2023
XAF,1.917547,1.93672,1.955894,10/19/2023
XDR,"1,590.25","1,606.15","1,622.06",10/19/2023
XOF,1.955146,1.974695,1.994245,10/19/2023
ZAR,63.67626,64.312958,64.949656,10/19/2023
ZMW,56.347495,56.910913,57.474332,10/19/2023
ZWD,3.196518,3.22848,3.260442,10/19/2023
AED,330.212236,333.514025,336.815814,10/19/2023
AOA,1.451198,1.465709,1.48022,10/19/2023
AUD,764.411059,772.054398,779.697736,10/19/2023
BIF,0.42693,0.431199,0.435468,10/19/2023
CAD,883.114606,891.94486,900.775114,10/19/2023
CHF,"1,349.01","1,362.50","1,375.99",10/19/2023
CNH,165.49363,167.148399,168.803168,10/19/2023
CNY,165.778654,167.436273,169.093892,10/19/2023
DKK,171.209884,172.92181,174.633736,10/19/2023
EGP,39.251492,39.643967,40.036443,10/19/2023
ETB,21.734017,21.951335,22.168653,10/19/2023
EUR,"1,277.52","1,290.29","1,303.06",10/19/2023
GBP,"1,470.30","1,485.00","1,499.70",10/19/2023
GHS,102.526899,103.552064,104.577229,10/19/2023
GNF,0.141299,0.142712,0.144125,10/19/2023
HKD,154.929536,156.478675,158.027813,10/19/2023
ILS,300.915371,303.924221,306.933071,10/19/2023
INR,14.567777,14.71344,14.859103,10/19/2023
JPY,8.096511,8.177468,8.258425,10/19/2023
KES,8.101969,8.18298,8.263992,10/19/2023
KMF,2.596147,2.622106,2.648065,10/19/2023
KRW,0.892672,0.901598,0.910524,10/19/2023
KWD,"3,918.80","3,957.99","3,997.17",10/19/2023
LSL,63.679899,64.316633,64.953368,10/19/2023
LYD,248.19193,250.673599,253.155267,10/19/2023
MAD,117.695046,118.871877,120.048709,10/19/2023
MRO,3.393003,3.426929,3.460856,10/19/2023
MUR,27.347784,27.621234,27.894684,10/19/2023
MWK,1.05459,1.065135,1.07568,10/19/2023
MZN,19.006273,19.196316,19.38636,10/19/2023
NGN,1.565208,1.580859,1.596509,10/19/2023
NOK,109.425094,110.519235,111.613375,10/19/2023
PLN,286.598658,289.464356,292.330053,10/19/2023
QAR,332.634943,335.960956,339.28697,10/19/2023
RUB,12.442223,12.566632,12.691042,10/19/2023
SAR,323.345575,326.578704,329.811833,10/19/2023
SDG,2.020641,2.040845,2.061049,10/19/2023
SEK,109.876888,110.975546,112.074204,10/19/2023
SGD,882.568208,891.392999,900.21779,10/19/2023
SSP,1.190432,1.202335,1.214238,10/19/2023
SZL,63.673834,64.310508,64.947182,10/19/2023
TRY,43.283677,43.71647,44.149263,10/19/2023
TZS,0.483935,0.488774,0.493613,10/19/2023
UGX,0.322017,0.325237,0.328457,10/19/2023
USD,"1,212.87","1,225.00","1,237.12",10/19/2023
AED,330.193769,333.495373,336.796978,10/18/2023
AOA,1.45108,1.465589,1.480099,10/18/2023
AUD,774.960401,782.709222,790.458043,10/18/2023
BIF,0.426895,0.431164,0.435432,10/18/2023
CAD,889.813413,898.710648,907.607884,10/18/2023
CHF,"1,350.91","1,364.41","1,377.92",10/18/2023
CNH,165.8106,167.468539,169.126477,10/18/2023
CNY,165.953101,167.612464,169.271827,10/18/2023
DKK,172.184316,173.905985,175.627654,10/18/2023
EGP,39.248288,39.640731,40.033174,10/18/2023
ETB,21.734668,21.951993,22.169317,10/18/2023
EUR,"1,284.45","1,297.29","1,310.13",10/18/2023
GBP,"1,480.31","1,495.11","1,509.91",10/18/2023
GHS,102.778668,103.806351,104.834034,10/18/2023
GNF,0.141288,0.142701,0.144113,10/18/2023
HKD,155.00724,156.557156,158.107071,10/18/2023
ILS,301.864661,304.883003,307.901345,10/18/2023
INR,14.567194,14.712851,14.858508,10/18/2023
JPY,8.104339,8.185375,8.26641,10/18/2023
KES,8.104339,8.185375,8.26641,10/18/2023
KMF,2.594723,2.620667,2.646612,10/18/2023
KRW,0.899269,0.908261,0.917253,10/18/2023
KWD,"3,921.72","3,960.93","4,000.14",10/18/2023
LSL,64.819556,65.467686,66.115816,10/18/2023
LYD,247.761147,250.238508,252.715869,10/18/2023
MAD,118.46343,119.647945,120.83246,10/18/2023
MRO,3.392726,3.42665,3.460573,10/18/2023
MUR,27.339487,27.612854,27.886222,10/18/2023
MWK,1.046015,1.056474,1.066933,10/18/2023
MZN,19.001689,19.191687,19.381685,10/18/2023
NGN,1.585698,1.601553,1.617408,10/18/2023
NOK,110.750816,111.858212,112.965608,10/18/2023
PLN,289.485306,292.379866,295.274427,10/18/2023
QAR,332.493789,335.818391,339.142993,10/18/2023
RUB,12.431505,12.555807,12.68011,10/18/2023
SAR,323.319179,326.552044,329.78491,10/18/2023
SDG,2.021082,2.041291,2.0615,10/18/2023
SEK,111.242594,112.354908,113.467221,10/18/2023
SGD,886.884572,895.752522,904.620472,10/18/2023
SSP,1.183664,1.1955,1.207335,10/18/2023
SZL,64.820768,65.468911,66.117053,10/18/2023
TRY,43.300761,43.733725,44.166689,10/18/2023
TZS,0.484502,0.489346,0.494191,10/18/2023
UGX,0.323203,0.326435,0.329667,10/18/2023
USD,"1,212.77","1,224.90","1,237.02",10/18/2023
XAF,1.938007,1.957386,1.976764,10/18/2023
XDR,"1,590.06","1,605.96","1,621.86",10/18/2023
XOF,1.950741,1.970247,1.989752,10/18/2023
ZAR,64.820162,65.468298,66.116434,10/18/2023
ZMW,56.099735,56.660676,57.221616,10/18/2023
ZWD,3.196257,3.228216,3.260176,10/18/2023
AED,329.904055,333.202762,336.50147,10/17/2023
AOA,1.449825,1.464322,1.478819,10/17/2023
AUD,770.049372,777.749088,785.448804,10/17/2023
BIF,0.427132,0.431403,0.435674,10/17/2023
CAD,889.598477,898.493563,907.388649,10/17/2023
CHF,"1,344.47","1,357.91","1,371.35",10/17/2023
CNH,165.586667,167.242366,168.898066,10/17/2023
CNY,165.667852,167.324364,168.980875,10/17/2023
DKK,171.268432,172.980943,174.693454,10/17/2023
EGP,39.15074,39.542208,39.933676,10/17/2023
ETB,21.719512,21.936685,22.153859,10/17/2023
EUR,"1,277.52","1,290.29","1,303.07",10/17/2023
GBP,"1,477.45","1,492.23","1,507.00",10/17/2023
GHS,102.68981,103.716604,104.743399,10/17/2023
GNF,0.141166,0.142577,0.143989,10/17/2023
HKD,154.986522,156.536231,158.08594,10/17/2023
ILS,300.981461,303.990972,307.000482,10/17/2023
INR,14.557629,14.70319,14.848752,10/17/2023
JPY,8.099756,8.180746,8.261735,10/17/2023
KES,8.104603,8.185641,8.266679,10/17/2023
KMF,2.590056,2.615954,2.641852,10/17/2023
KRW,0.895463,0.904416,0.91337,10/17/2023
KWD,"3,916.61","3,955.78","3,994.94",10/17/2023
LSL,64.474519,65.119199,65.763879,10/17/2023
LYD,247.455457,249.929761,252.404066,10/17/2023
MAD,118.153201,119.334614,120.516026,10/17/2023
MRO,3.389792,3.423687,3.457581,10/17/2023
MUR,27.328574,27.601832,27.87509,10/17/2023
MWK,1.04511,1.05556,1.06601,10/17/2023
MZN,18.988291,19.178154,19.368018,10/17/2023
NGN,1.583115,1.598944,1.614774,10/17/2023
NOK,110.773208,111.880828,112.988448,10/17/2023
PLN,286.486236,289.350809,292.215382,10/17/2023
QAR,332.206327,335.528055,338.849782,10/17/2023
RUB,12.464985,12.589622,12.714259,10/17/2023
SAR,323.03965,326.26972,329.49979,10/17/2023
SDG,2.019335,2.039526,2.059717,10/17/2023
SEK,110.722921,111.830039,112.937156,10/17/2023
SGD,884.823686,893.671029,902.518372,10/17/2023
SSP,1.182641,1.194466,1.206291,10/17/2023
SZL,64.474519,65.119199,65.763879,10/17/2023
TRY,43.429936,43.864192,44.298447,10/17/2023
TZS,0.484083,0.488923,0.493764,10/17/2023
UGX,0.322924,0.326153,0.329382,10/17/2023
USD,"1,211.72","1,223.84","1,235.95",10/17/2023
XAF,1.916944,1.936112,1.955279,10/17/2023
XDR,"1,587.75","1,603.63","1,619.51",10/17/2023
XOF,1.944814,1.96426,1.983706,10/17/2023
ZAR,64.483607,65.128378,65.773149,10/17/2023
ZMW,56.755244,57.322739,57.890234,10/17/2023
ZWD,3.193494,3.225425,3.257357,10/17/2023
AED,329.766577,333.06391,336.361242,10/16/2023
AOA,1.455277,1.469829,1.48438,10/16/2023
AUD,765.670898,773.326834,780.982769,10/16/2023
BIF,0.426954,0.431223,0.435492,10/16/2023
CAD,887.630772,896.506183,905.381594,10/16/2023
CHF,"1,343.30","1,356.73","1,370.16",10/16/2023
CNH,165.629701,167.285831,168.94196,10/16/2023
CNY,165.713881,167.370852,169.027823,10/16/2023
DKK,171.009322,172.719242,174.429163,10/16/2023
EGP,39.198014,39.589954,39.981895,10/16/2023
ETB,21.712884,21.92999,22.147097,10/16/2023
EUR,"1,275.53","1,288.29","1,301.04",10/16/2023
GBP,"1,473.63","1,488.36","1,503.10",10/16/2023
GHS,102.910456,103.939457,104.968458,10/16/2023
GNF,0.141712,0.143129,0.144546,10/16/2023
HKD,154.863798,156.412279,157.960761,10/16/2023
ILS,304.288019,307.330592,310.373165,10/16/2023
INR,14.546718,14.69217,14.837622,10/16/2023
JPY,8.101831,8.182841,8.263852,10/16/2023
KES,8.107282,8.188346,8.269411,10/16/2023
KMF,2.588977,2.614864,2.640751,10/16/2023
KRW,0.893878,0.902816,0.911754,10/16/2023
KWD,"3,914.35","3,953.49","3,992.63",10/16/2023
LSL,63.882619,64.52138,65.160142,10/16/2023
LYD,248.423052,250.907032,253.391012,10/16/2023
MAD,117.977392,119.157046,120.336701,10/16/2023
MRO,3.38838,3.42226,3.456141,10/16/2023
MUR,27.280243,27.553018,27.825793,10/16/2023
MWK,1.050125,1.060625,1.071126,10/16/2023
MZN,18.97735,19.167104,19.356858,10/16/2023
NGN,1.573371,1.589103,1.604835,10/16/2023
NOK,110.921446,112.030549,113.139651,10/16/2023
PLN,285.035723,287.885793,290.735862,10/16/2023
QAR,332.022469,335.342358,338.662247,10/16/2023
RUB,12.428904,12.553181,12.677457,10/16/2023
SAR,322.896553,326.125193,329.353832,10/16/2023
SDG,2.018493,2.038676,2.058859,10/16/2023
SEK,110.165647,111.267192,112.368737,10/16/2023
SGD,884.325966,893.168332,902.010699,10/16/2023
SSP,1.187598,1.199473,1.211348,10/16/2023
SZL,63.882619,64.52138,65.160142,10/16/2023
TRY,43.471188,43.905856,44.340524,10/16/2023
TZS,0.483276,0.488108,0.49294,10/16/2023
UGX,0.322789,0.326017,0.329244,10/16/2023
USD,"1,211.22","1,223.33","1,235.44",10/16/2023
XAF,1.934919,1.954267,1.973614,10/16/2023
XDR,"1,586.60","1,602.46","1,618.33",10/16/2023
XOF,1.948848,1.968335,1.987821,10/16/2023
ZAR,63.883224,64.521992,65.16076,10/16/2023
ZMW,56.931444,57.500701,58.069957,10/16/2023
ZWD,3.192163,3.224081,3.256,10/16/2023
AED,329.660027,332.956294,336.252562,10/13/2023
AOA,1.449414,1.463907,1.4784,10/13/2023
AUD,764.665958,772.311845,779.957733,10/13/2023
BIF,0.426833,0.4311,0.435368,10/13/2023
CAD,884.688242,893.534231,902.380219,10/13/2023
CHF,"1,334.68","1,348.03","1,361.38",10/13/2023
CNH,165.71395,167.370923,169.027895,10/13/2023
CNY,165.749066,167.406389,169.063712,10/13/2023
DKK,171.204046,172.915914,174.627781,10/13/2023
EGP,39.18686,39.578689,39.970518,10/13/2023
ETB,21.71276,21.929865,22.146971,10/13/2023
EUR,"1,276.50","1,289.27","1,302.03",10/13/2023
GBP,"1,476.72","1,491.49","1,506.25",10/13/2023
GHS,102.617808,103.643883,104.669957,10/13/2023
GNF,0.141067,0.142477,0.143888,10/13/2023
HKD,154.804595,156.352485,157.900374,10/13/2023
ILS,304.983052,308.032574,311.082097,10/13/2023
INR,14.543789,14.689212,14.834636,10/13/2023
JPY,8.088023,8.168895,8.249767,10/13/2023
KES,8.115873,8.197023,8.278174,10/13/2023
KMF,2.599743,2.625738,2.651733,10/13/2023
KRW,0.897256,0.906228,0.9152,10/13/2023
KWD,"3,913.49","3,952.62","3,991.75",10/13/2023
LSL,63.755462,64.392952,65.030443,10/13/2023
LYD,248.352363,250.835636,253.318909,10/13/2023
MAD,118.193866,119.375685,120.557505,10/13/2023
MRO,3.387416,3.421286,3.455157,10/13/2023
MUR,27.321521,27.594708,27.867896,10/13/2023
MWK,1.044377,1.05482,1.065263,10/13/2023
MZN,18.955603,19.14514,19.334677,10/13/2023
NGN,1.575345,1.591097,1.606849,10/13/2023
NOK,110.452759,111.557175,112.661591,10/13/2023
PLN,281.339556,284.152668,286.965779,10/13/2023
QAR,331.981875,335.301358,338.620842,10/13/2023
RUB,12.415075,12.539214,12.663352,10/13/2023
SAR,322.825863,326.053795,329.281728,10/13/2023
SDG,2.018524,2.038708,2.058891,10/13/2023
SEK,110.427936,111.532104,112.636271,10/13/2023
SGD,884.461809,893.305533,902.149258,10/13/2023
SSP,1.18726,1.199132,1.211003,10/13/2023
SZL,63.754857,64.392341,65.029825,10/13/2023
TRY,43.638633,44.074975,44.511317,10/13/2023
TZS,0.483138,0.487969,0.4928,10/13/2023
UGX,0.322698,0.325924,0.329151,10/13/2023
USD,"1,210.87","1,222.98","1,235.09",10/13/2023
XAF,1.94345,1.962883,1.982315,10/13/2023
XDR,"1,592.72","1,608.65","1,624.57",10/13/2023
XOF,1.961613,1.981228,2.000842,10/13/2023
ZAR,63.75304,64.390506,65.027972,10/13/2023
ZMW,56.516867,57.081978,57.64709,10/13/2023
ZWD,3.191254,3.223164,3.255073,10/13/2023
USD,"1,210.51","1,222.61","1,234.72",10/12/2023
XAF,1.923499,1.942732,1.961965,10/12/2023
XDR,"1,591.67","1,607.59","1,623.50",10/12/2023
XOF,1.957393,1.976965,1.996537,10/12/2023
ZAR,64.308906,64.95193,65.594954,10/12/2023
ZMW,56.499911,57.064853,57.629795,10/12/2023
ZWD,3.190297,3.222197,3.254096,10/12/2023
AED,329.574443,332.869855,336.165266,10/12/2023
AOA,1.44898,1.463468,1.477956,10/12/2023
AUD,776.723223,784.489671,792.256118,10/12/2023
BIF,0.426704,0.430971,0.435238,10/12/2023
CAD,891.096368,900.006432,908.916495,10/12/2023
CHF,"1,344.94","1,358.38","1,371.83",10/12/2023
CNH,165.848233,167.506548,169.164862,10/12/2023
CNY,165.792549,167.450307,169.108065,10/12/2023
DKK,172.601664,174.327506,176.053348,10/12/2023
EGP,39.175104,39.566815,39.958527,10/12/2023
ETB,21.706246,21.923286,22.140327,10/12/2023
EUR,"1,287.13","1,300.00","1,312.87",10/12/2023
GBP,"1,491.23","1,506.14","1,521.05",10/12/2023
GHS,102.587022,103.612789,104.638556,10/12/2023
GNF,0.141024,0.142434,0.143845,10/12/2023
HKD,154.789626,156.337366,157.885106,10/12/2023
ILS,306.194669,309.256306,312.317943,10/12/2023
INR,14.551531,14.697032,14.842532,10/12/2023
JPY,8.11828,8.199454,8.280629,10/12/2023
KES,8.121911,8.203122,8.284333,10/12/2023
KMF,2.606832,2.632897,2.658963,10/12/2023
KRW,0.90304,0.912069,0.921099,10/12/2023
KWD,"3,916.87","3,956.04","3,995.20",10/12/2023
LSL,64.30709,64.950096,65.593102,10/12/2023
LYD,248.069043,250.549483,253.029923,10/12/2023
MAD,118.416246,119.600289,120.784332,10/12/2023
MRO,3.386399,3.42026,3.454121,10/12/2023
MUR,27.356902,27.630444,27.903985,10/12/2023
MWK,1.053143,1.063673,1.074204,10/12/2023
MZN,18.966258,19.155901,19.345545,10/12/2023
NGN,1.59303,1.608959,1.624887,10/12/2023
NOK,111.611368,112.727369,113.84337,10/12/2023
PLN,284.484186,287.328741,290.173295,10/12/2023
QAR,332.010593,335.330363,338.650134,10/12/2023
RUB,12.494876,12.619812,12.744748,10/12/2023
SAR,322.716303,325.94314,329.169977,10/12/2023
SDG,2.017314,2.037485,2.057656,10/12/2023
SEK,111.113244,112.224264,113.335284,10/12/2023
SGD,889.001582,897.8907,906.779818,10/12/2023
SSP,1.186904,1.198772,1.21064,10/12/2023
SZL,64.307696,64.950708,65.59372,10/12/2023
TRY,43.678198,44.114936,44.551674,10/12/2023
TZS,0.482993,0.487823,0.492652,10/12/2023
UGX,0.322601,0.325826,0.329052,10/12/2023
AED,329.48854,332.783093,336.077645,10/11/2023
AOA,1.448642,1.463127,1.477612,10/11/2023
AUD,776.239606,784.001218,791.76283,10/11/2023
BIF,0.426605,0.430871,0.435136,10/11/2023
CAD,890.167352,899.068126,907.968901,10/11/2023
CHF,"1,337.42","1,350.79","1,364.17",10/11/2023
CNH,165.940277,167.599512,169.258747,10/11/2023
CNY,165.87432,167.532895,169.191471,10/11/2023
DKK,172.071287,173.791826,175.512365,10/11/2023
EGP,39.133901,39.5252,39.9165,10/11/2023
ETB,21.704816,21.921843,22.138869,10/11/2023
EUR,"1,282.96","1,295.79","1,308.62",10/11/2023
GBP,"1,486.88","1,501.75","1,516.62",10/11/2023
GHS,102.757955,103.785431,104.812907,10/11/2023
GNF,0.140991,0.142401,0.143811,10/11/2023
HKD,154.792876,156.340648,157.888421,10/11/2023
ILS,306.658818,309.725096,312.791375,10/11/2023
INR,14.539062,14.684438,14.829814,10/11/2023
JPY,8.12728,8.208544,8.289809,10/11/2023
KES,8.12728,8.208544,8.289809,10/11/2023
KMF,2.600173,2.626172,2.652171,10/11/2023
KRW,0.903434,0.912468,0.921501,10/11/2023
KWD,"3,914.69","3,953.84","3,992.98",10/11/2023
LSL,63.581091,64.216838,64.852585,10/11/2023
LYD,247.615472,250.091377,252.567282,10/11/2023
MAD,117.985637,119.165374,120.345111,10/11/2023
MRO,3.38561,3.419463,3.453315,10/11/2023
MUR,27.411642,27.685731,27.959819,10/11/2023
MWK,1.051687,1.062203,1.072719,10/11/2023
MZN,18.964862,19.154492,19.344121,10/11/2023
NGN,1.585397,1.60125,1.617102,10/11/2023
NOK,111.990172,113.109961,114.229749,10/11/2023
PLN,282.693902,285.520556,288.347209,10/11/2023
QAR,331.796443,335.114072,338.431702,10/11/2023
