Code,buying value,average value,selling value,date
TZS,0.406778,0.410845,0.414913,9/15/2020
UGX,0.255298,0.257851,0.260403,9/15/2020
USD,943.800012,953.237059,962.674106,9/15/2020
XAF,1.690346,1.707248,1.724149,9/15/2020
XDR,"1,334.44","1,347.78","1,361.12",9/15/2020
XOF,1.706862,1.723929,1.740996,9/15/2020
ZAR,56.849794,57.418234,57.986675,9/15/2020
ZMW,47.332514,47.805792,48.279069,9/15/2020
ZWD,2.487385,2.512256,2.537128,9/15/2020
AED,256.806603,259.37441,261.942216,9/14/2020
AOA,1.550295,1.565797,1.581298,9/14/2020
AUD,687.138728,694.009421,700.880114,9/14/2020
BIF,0.488624,0.493509,0.498395,9/14/2020
CAD,716.703285,723.869594,731.035903,9/14/2020
CHF,"1,038.09","1,048.47","1,058.85",9/14/2020
CNY,138.112573,139.493559,140.874546,9/14/2020
DKK,150.222986,151.725065,153.227143,9/14/2020
EGP,59.986565,60.58637,61.186175,9/14/2020
ETB,25.645664,25.902095,26.158526,9/14/2020
EUR,"1,117.75","1,128.93","1,140.10",9/14/2020
GBP,"1,209.34","1,221.44","1,233.53",9/14/2020
GHS,163.059732,164.690165,166.320597,9/14/2020
GNF,0.097159,0.09813,0.099102,9/14/2020
HKD,121.710668,122.927651,124.144635,9/14/2020
ILS,272.47746,275.201959,277.926459,9/14/2020
INR,12.868346,12.997016,13.125687,9/14/2020
JPY,8.896628,8.985586,9.074543,9/14/2020
KES,8.690048,8.77694,8.863831,9/14/2020
KMF,2.283702,2.306537,2.329372,9/14/2020
KRW,0.797079,0.805049,0.813019,9/14/2020
KWD,"3,083.15","3,113.98","3,144.80",9/14/2020
LSL,56.492623,57.057492,57.622361,9/14/2020
LYD,689.694097,696.590341,703.486586,9/14/2020
MAD,102.880736,103.90944,104.938143,9/14/2020
MRO,2.63885,2.665236,2.691622,9/14/2020
MUR,23.739749,23.977123,24.214496,9/14/2020
MWK,1.26212,1.27474,1.28736,9/14/2020
MZN,13.165482,13.297123,13.428765,9/14/2020
NGN,2.474718,2.499463,2.524208,9/14/2020
NOK,104.631952,105.678166,106.72438,9/14/2020
QAR,259.145016,261.736204,264.327393,9/14/2020
RUB,12.586774,12.712629,12.838484,9/14/2020
SAR,251.473248,253.987727,256.502205,9/14/2020
SDG,17.111259,17.282354,17.453449,9/14/2020
SEK,107.647175,108.723538,109.799901,9/14/2020
SGD,690.396375,697.299642,704.202908,9/14/2020
SSP,5.729536,5.786826,5.844115,9/14/2020
SZL,56.48885,57.053681,57.618513,9/14/2020
TRY,126.202609,127.464507,128.726406,9/14/2020
TZS,0.406557,0.410623,0.414688,9/14/2020
UGX,0.25516,0.257711,0.260262,9/14/2020
USD,943.288802,952.720737,962.152672,9/14/2020
XAF,1.702636,1.719661,1.736686,9/14/2020
XDR,"1,332.17","1,345.49","1,358.81",9/14/2020
XOF,1.700278,1.717279,1.73428,9/14/2020
ZAR,56.481304,57.04606,57.610816,9/14/2020
ZMW,47.306877,47.779898,48.252919,9/14/2020
ZWD,2.486038,2.510896,2.535753,9/14/2020
AED,256.757997,259.325318,261.892639,9/11/2020
AOA,1.501903,1.516921,1.531938,9/11/2020
AUD,686.348496,693.211288,700.074079,9/11/2020
BIF,0.488531,0.493416,0.498301,9/11/2020
CAD,715.969232,723.128201,730.28717,9/11/2020
CHF,"1,036.67","1,047.03","1,057.40",9/11/2020
CNY,137.910071,139.289032,140.667994,9/11/2020
DKK,150.027623,151.527748,153.027873,9/11/2020
EGP,59.842704,60.441071,61.039437,9/11/2020
ETB,25.64081,25.897193,26.153575,9/11/2020
EUR,"1,116.41","1,127.57","1,138.73",9/11/2020
GBP,"1,209.16","1,221.25","1,233.34",9/11/2020
GHS,163.167507,164.799017,166.430528,9/11/2020
GNF,0.09714,0.098112,0.099083,9/11/2020
HKD,121.687631,122.904385,124.121138,9/11/2020
ILS,275.192031,277.943673,280.695315,9/11/2020
INR,12.832901,12.961217,13.089533,9/11/2020
JPY,8.883627,8.972454,9.061282,9/11/2020
KES,8.695948,8.782899,8.86985,9/11/2020
KMF,2.28327,2.3061,2.328931,9/11/2020
KRW,0.793156,0.801086,0.809017,9/11/2020
KWD,"3,081.36","3,112.17","3,142.98",9/11/2020
LSL,55.941529,56.500887,57.060246,9/11/2020
LYD,689.563559,696.458498,703.353437,9/11/2020
MAD,102.797133,103.825,104.852868,9/11/2020
MRO,2.638351,2.664732,2.691113,9/11/2020
MUR,23.696589,23.93353,24.170472,9/11/2020
MWK,1.261882,1.274499,1.287117,9/11/2020
MZN,13.167706,13.299369,13.431033,9/11/2020
NGN,2.47425,2.49899,2.52373,9/11/2020
NOK,104.308939,105.351923,106.394907,9/11/2020
QAR,259.095968,261.686666,264.277364,9/11/2020
RUB,12.546667,12.672121,12.797575,9/11/2020
SAR,251.428953,253.942988,256.457024,9/11/2020
SDG,17.10802,17.279083,17.450146,9/11/2020
SEK,107.744689,108.822027,109.899365,9/11/2020
SGD,689.836589,696.734258,703.631928,9/11/2020
SSP,5.728452,5.78573,5.843009,9/11/2020
SZL,55.941529,56.500887,57.060246,9/11/2020
TRY,126.729027,127.99619,129.263352,9/11/2020
TZS,0.406481,0.410545,0.414609,9/11/2020
UGX,0.25464,0.257186,0.259732,9/11/2020
USD,943.110266,952.540416,961.970566,9/11/2020
XAF,1.703729,1.720764,1.7378,9/11/2020
XDR,"1,332.82","1,346.15","1,359.48",9/11/2020
XOF,1.699956,1.716954,1.733952,9/11/2020
ZAR,55.946716,56.506126,57.065537,9/11/2020
ZMW,47.692143,48.169016,48.64589,9/11/2020
ZWD,2.485567,2.51042,2.535273,9/11/2020
AED,256.704001,259.270782,261.837562,9/10/2020
AOA,1.506773,1.521839,1.536906,9/10/2020
AUD,685.261244,692.113164,698.965084,9/10/2020
BIF,0.488428,0.493312,0.498196,9/10/2020
CAD,716.825221,723.992749,731.160277,9/10/2020
CHF,"1,034.52","1,044.86","1,055.20",9/10/2020
CNY,137.876825,139.255454,140.634083,9/10/2020
DKK,149.789575,151.287319,152.785063,9/10/2020
EGP,59.716027,60.313127,60.910227,9/10/2020
ETB,25.641547,25.897937,26.154326,9/10/2020
EUR,"1,114.47","1,125.62","1,136.76",9/10/2020
GBP,"1,225.17","1,237.42","1,249.67",9/10/2020
GHS,163.142622,164.773883,166.405145,9/10/2020
GNF,0.09712,0.098091,0.099062,9/10/2020
HKD,121.660626,122.877109,124.093593,9/10/2020
ILS,277.564041,280.339401,283.114761,9/10/2020
INR,12.843875,12.972301,13.100726,9/10/2020
JPY,8.888359,8.977234,9.066109,9/10/2020
KES,8.694119,8.781052,8.867984,9/10/2020
KMF,2.28279,2.305615,2.328441,9/10/2020
KRW,0.794875,0.802823,0.810771,9/10/2020
KWD,"3,081.66","3,112.48","3,143.29",9/10/2020
LSL,56.588859,57.154691,57.720522,9/10/2020
LYD,687.809463,694.686863,701.564263,9/10/2020
MAD,102.719883,103.746978,104.774073,9/10/2020
MRO,2.637796,2.664171,2.690547,9/10/2020
MUR,23.721778,23.958972,24.196166,9/10/2020
MWK,1.261616,1.274231,1.286846,9/10/2020
MZN,13.169651,13.301334,13.433017,9/10/2020
NGN,2.473729,2.498464,2.523199,9/10/2020
NOK,104.59722,105.643087,106.688953,9/10/2020
QAR,259.041479,261.631633,264.221786,9/10/2020
RUB,12.506784,12.631839,12.756894,9/10/2020
SAR,251.429823,253.943867,256.457911,9/10/2020
SDG,17.104422,17.275449,17.446476,9/10/2020
SEK,107.868653,108.947231,110.025808,9/10/2020
SGD,689.489732,696.383933,703.278134,9/10/2020
SSP,5.727247,5.784514,5.84178,9/10/2020
SZL,56.586974,57.152786,57.718599,9/10/2020
TRY,126.072511,127.333109,128.593706,9/10/2020
TZS,0.406395,0.410459,0.414522,9/10/2020
UGX,0.255529,0.258084,0.260639,9/10/2020
USD,942.911928,952.340095,961.768262,9/10/2020
XAF,1.681212,1.698022,1.714833,9/10/2020
XDR,"1,328.54","1,341.82","1,355.10",9/10/2020
XOF,1.692998,1.709927,1.726855,9/10/2020
ZAR,56.578959,57.144691,57.710424,9/10/2020
ZMW,47.840522,48.318879,48.797236,9/10/2020
ZWD,2.485044,2.509892,2.53474,9/10/2020
EUR,"1,110.40","1,121.50","1,132.61",9/9/2020
GBP,"1,222.42","1,234.64","1,246.87",9/9/2020
GHS,163.288598,164.921319,166.55404,9/9/2020
GNF,0.097552,0.098528,0.099503,9/9/2020
HKD,121.611098,122.827086,124.043074,9/9/2020
ILS,277.755277,280.53255,283.309822,9/9/2020
INR,12.803872,12.931898,13.059923,9/9/2020
JPY,8.898948,8.987928,9.076909,9/9/2020
KES,8.69913,8.786113,8.873095,9/9/2020
KMF,2.281407,2.304219,2.32703,9/9/2020
KRW,0.792672,0.800598,0.808524,9/9/2020
KWD,"3,078.88","3,109.66","3,140.45",9/9/2020
LSL,55.610529,56.166579,56.722628,9/9/2020
LYD,689.445773,696.339535,703.233296,9/9/2020
MAD,102.426261,103.45042,104.47458,9/9/2020
MRO,2.636743,2.663107,2.689472,9/9/2020
MUR,23.652454,23.888955,24.125455,9/9/2020
MWK,1.261584,1.274198,1.286813,9/9/2020
MZN,13.169104,13.300782,13.43246,9/9/2020
NGN,2.472742,2.497466,2.522191,9/9/2020
NOK,103.110542,104.141543,105.172545,9/9/2020
QAR,258.93803,261.527149,264.116267,9/9/2020
RUB,12.351455,12.474957,12.598459,9/9/2020
SAR,251.329413,253.842453,256.355494,9/9/2020
SDG,17.097592,17.26855,17.439509,9/9/2020
SEK,106.807637,107.875605,108.943574,9/9/2020
SGD,687.580496,694.455606,701.330717,9/9/2020
SSP,5.72496,5.782204,5.839447,9/9/2020
SZL,55.619955,56.176098,56.732242,9/9/2020
TRY,125.933565,127.192773,128.451982,9/9/2020
TZS,0.406233,0.410295,0.414357,9/9/2020
UGX,0.255427,0.257981,0.260535,9/9/2020
USD,942.535371,951.959773,961.384175,9/9/2020
XAF,1.683368,1.7002,1.717032,9/9/2020
XDR,"1,330.60","1,343.90","1,357.21",9/9/2020
XOF,1.701748,1.718763,1.735779,9/9/2020
ZAR,55.619012,56.175146,56.73128,9/9/2020
ZMW,47.914257,48.393351,48.872445,9/9/2020
ZWD,2.484052,2.50889,2.533728,9/9/2020
AED,256.601485,259.16724,261.732996,9/9/2020
AOA,1.52408,1.539319,1.554558,9/9/2020
AUD,681.21744,688.028926,694.840412,9/9/2020
BIF,0.488233,0.493115,0.497997,9/9/2020
CAD,712.31498,719.437411,726.559841,9/9/2020
CHF,"1,027.03","1,037.30","1,047.57",9/9/2020
CNY,137.625716,139.001834,140.377952,9/9/2020
DKK,149.223143,150.715223,152.207304,9/9/2020
EGP,59.654477,60.250962,60.847446,9/9/2020
ETB,25.640261,25.896638,26.153014,9/9/2020
AED,256.556232,259.121535,261.686838,9/8/2020
AOA,1.515246,1.530397,1.545548,9/8/2020
AUD,685.724249,692.580799,699.437349,9/8/2020
BIF,0.48812,0.493001,0.497882,9/8/2020
CAD,718.805238,725.992564,733.179891,9/8/2020
CHF,"1,026.61","1,036.87","1,047.14",9/8/2020
CNY,137.847347,139.225682,140.604016,9/8/2020
DKK,149.538206,151.033437,152.528668,9/8/2020
EGP,59.640671,60.237018,60.833364,9/8/2020
ETB,25.641394,25.897782,26.15417,9/8/2020
EUR,"1,112.69","1,123.81","1,134.94",9/8/2020
GBP,"1,238.82","1,251.20","1,263.59",9/8/2020
GHS,163.083074,164.71374,166.344406,9/8/2020
GNF,0.09753,0.098505,0.09948,9/8/2020
HKD,121.585308,122.801038,124.016768,9/8/2020
ILS,278.71812,281.505019,284.291919,9/8/2020
INR,12.83012,12.958409,13.086697,9/8/2020
JPY,8.865792,8.954441,9.04309,9/8/2020
KES,8.700886,8.787886,8.874886,9/8/2020
KMF,2.280879,2.303685,2.326492,9/8/2020
KRW,0.792489,0.800413,0.808337,9/8/2020
KWD,"3,079.87","3,110.67","3,141.47",9/8/2020
LSL,56.257752,56.820273,57.382794,9/8/2020
LYD,690.093774,696.994015,703.894256,9/8/2020
MAD,102.608923,103.634909,104.660895,9/8/2020
MRO,2.636132,2.662491,2.68885,9/8/2020
MUR,23.676663,23.913405,24.150148,9/8/2020
MWK,1.262705,1.275331,1.287957,9/8/2020
MZN,13.172653,13.304366,13.436079,9/8/2020
NGN,2.472169,2.496888,2.521608,9/8/2020
NOK,105.204536,106.256475,107.308414,9/8/2020
QAR,258.878101,261.466621,264.05514,9/8/2020
RUB,12.426337,12.550588,12.674839,9/8/2020
SAR,251.234495,253.746586,256.258678,9/8/2020
SDG,17.093635,17.264554,17.435473,9/8/2020
SEK,107.266797,108.339357,109.411917,9/8/2020
SGD,688.903628,695.791968,702.680309,9/8/2020
SSP,5.760385,5.817983,5.875581,9/8/2020
SZL,56.259637,56.822176,57.384716,9/8/2020
TRY,126.372279,127.635874,128.89947,9/8/2020
TZS,0.406139,0.4102,0.414261,9/8/2020
UGX,0.255839,0.258397,0.260955,9/8/2020
USD,942.317231,951.739452,961.161673,9/8/2020
XAF,1.687219,1.704089,1.72096,9/8/2020
XDR,"1,333.93","1,347.26","1,360.60",9/8/2020
XOF,1.697113,1.714083,1.731052,9/8/2020
ZAR,56.262464,56.825032,57.387599,9/8/2020
ZMW,47.894216,48.373109,48.852003,9/8/2020
ZWD,2.483477,2.508309,2.533142,9/8/2020
AED,256.434219,258.998302,261.562385,9/7/2020
AOA,1.514609,1.529753,1.544898,9/7/2020
AUD,686.23653,693.098202,699.959874,9/7/2020
BIF,0.487915,0.492794,0.497672,9/7/2020
CAD,719.765149,726.962073,734.158998,9/7/2020
CHF,"1,030.56","1,040.86","1,051.16",9/7/2020
CNY,137.924547,139.303653,140.682759,9/7/2020
DKK,149.812061,151.31003,152.807999,9/7/2020
EGP,59.709313,60.306346,60.903378,9/7/2020
ETB,25.636263,25.8926,26.148937,9/7/2020
EUR,"1,114.62","1,125.77","1,136.91",9/7/2020
GBP,"1,246.68","1,259.15","1,271.61",9/7/2020
GHS,162.811983,164.439939,166.067894,9/7/2020
GNF,0.097489,0.098464,0.099438,9/7/2020
HKD,121.532767,122.747972,123.963177,9/7/2020
ILS,279.261674,282.054009,284.846343,9/7/2020
INR,12.875118,13.003856,13.132594,9/7/2020
JPY,8.862064,8.950675,9.039287,9/7/2020
KES,8.689692,8.77658,8.863468,9/7/2020
KMF,2.279449,2.302241,2.325033,9/7/2020
KRW,0.793097,0.801028,0.808958,9/7/2020
KWD,"3,078.88","3,109.67","3,140.45",9/7/2020
LSL,56.768165,57.335789,57.903413,9/7/2020
LYD,691.57628,698.491344,705.406408,9/7/2020
MAD,102.365146,103.388694,104.412242,9/7/2020
MRO,2.635024,2.661372,2.687719,9/7/2020
MUR,23.666707,23.90335,24.139993,9/7/2020
MWK,1.262174,1.274795,1.287415,9/7/2020
MZN,13.124727,13.255961,13.387195,9/7/2020
NGN,2.47113,2.495838,2.520547,9/7/2020
NOK,105.594051,106.649885,107.705719,9/7/2020
QAR,258.769241,261.356672,263.944103,9/7/2020
RUB,12.495995,12.620942,12.745889,9/7/2020
SAR,251.142036,253.653203,256.164369,9/7/2020
SDG,17.086447,17.257294,17.428141,9/7/2020
SEK,107.727973,108.805144,109.882315,9/7/2020
SGD,689.975956,696.875019,703.774081,9/7/2020
SSP,5.757963,5.815537,5.873111,9/7/2020
SZL,56.768165,57.335789,57.903413,9/7/2020
TRY,126.661998,127.92849,129.194982,9/7/2020
TZS,0.405968,0.410027,0.414086,9/7/2020
UGX,0.255732,0.258289,0.260846,9/7/2020
USD,941.92098,951.339238,960.757496,9/7/2020
XAF,1.695458,1.712411,1.729363,9/7/2020
XDR,"1,333.36","1,346.70","1,360.03",9/7/2020
XOF,1.6964,1.713362,1.730324,9/7/2020
ZAR,56.767223,57.334838,57.902452,9/7/2020
ZMW,48.029493,48.509739,48.989986,9/7/2020
ZWD,2.482433,2.507255,2.532076,9/7/2020
AED,256.342514,258.905681,261.468847,9/4/2020
AOA,1.52772,1.542996,1.558272,9/4/2020
AUD,684.86122,691.709141,698.557061,9/4/2020
BIF,0.487741,0.492617,0.497494,9/4/2020
CAD,717.452272,724.62607,731.799868,9/4/2020
CHF,"1,035.27","1,045.62","1,055.98",9/4/2020
CNY,137.614404,138.99041,140.366415,9/4/2020
DKK,149.982583,151.482257,152.981932,9/4/2020
EGP,59.55708,60.15259,60.748101,9/4/2020
ETB,25.649693,25.906164,26.162635,9/4/2020
EUR,"1,116.01","1,127.17","1,138.33",9/4/2020
GBP,"1,250.71","1,263.21","1,275.72",9/4/2020
GHS,163.360139,164.993576,166.627012,9/4/2020
GNF,0.097454,0.098428,0.099403,9/4/2020
HKD,121.491659,122.706453,123.921247,9/4/2020
ILS,279.733818,282.530874,285.327929,9/4/2020
INR,12.833792,12.962117,13.090442,9/4/2020
JPY,8.870193,8.958886,9.047579,9/4/2020
KES,8.690351,8.777246,8.86414,9/4/2020
KMF,2.278634,2.301418,2.324202,9/4/2020
KRW,0.790931,0.798839,0.806748,9/4/2020
KWD,"3,078.78","3,109.57","3,140.35",9/4/2020
LSL,56.285075,56.847869,57.410663,9/4/2020
LYD,691.328962,698.241553,705.154145,9/4/2020
MAD,102.504615,103.529558,104.5545,9/4/2020
MRO,2.634082,2.66042,2.686758,9/4/2020
MUR,23.685078,23.921905,24.158732,9/4/2020
MWK,1.261723,1.274339,1.286955,9/4/2020
MZN,13.197243,13.329202,13.461161,9/4/2020
NGN,2.470246,2.494946,2.519646,9/4/2020
NOK,105.670221,106.726817,107.783412,9/4/2020
QAR,258.676701,261.263207,263.849713,9/4/2020
RUB,12.507533,12.632596,12.757658,9/4/2020
SAR,251.048928,253.559164,256.0694,9/4/2020
SDG,17.080336,17.251122,17.421908,9/4/2020
SEK,107.901775,108.980684,110.059593,9/4/2020
SGD,689.931651,696.830271,703.72889,9/4/2020
SSP,5.755904,5.813457,5.87101,9/4/2020
SZL,56.293078,56.855952,57.418826,9/4/2020
TRY,126.541846,127.807136,129.072427,9/4/2020
TZS,0.405823,0.409881,0.413938,9/4/2020
UGX,0.25564,0.258196,0.260752,9/4/2020
USD,941.584135,950.999025,960.413915,9/4/2020
XAF,1.73581,1.753167,1.770523,9/4/2020
XDR,"1,331.20","1,344.51","1,357.82",9/4/2020
XOF,1.70568,1.722735,1.73979,9/4/2020
ZAR,56.288841,56.851673,57.414504,9/4/2020
ZMW,48.021732,48.501901,48.98207,9/4/2020
ZWD,2.481545,2.506358,2.531171,9/4/2020
AED,256.27504,258.837532,261.400023,9/3/2020
AOA,1.544262,1.559703,1.575144,9/3/2020
AUD,688.822832,695.710364,702.597897,9/3/2020
BIF,0.487612,0.492488,0.497363,9/3/2020
CAD,720.143914,727.344626,734.545338,9/3/2020
CHF,"1,031.28","1,041.59","1,051.90",9/3/2020
CNY,137.684553,139.061259,140.437966,9/3/2020
DKK,149.434783,150.92898,152.423177,9/3/2020
EGP,59.353607,59.947083,60.540559,9/3/2020
ETB,25.659415,25.915984,26.172552,9/3/2020
EUR,"1,111.91","1,123.02","1,134.14",9/3/2020
GBP,"1,253.95","1,266.49","1,279.03",9/3/2020
GHS,162.963198,164.592665,166.222132,9/3/2020
GNF,0.097428,0.098402,0.099377,9/3/2020
HKD,121.455915,122.670352,123.884788,9/3/2020
ILS,279.768441,282.565842,285.363244,9/3/2020
INR,12.844534,12.972966,13.101398,9/3/2020
JPY,8.856563,8.945119,9.033676,9/3/2020
KES,8.691829,8.778738,8.865648,9/3/2020
KMF,2.278034,2.300812,2.32359,9/3/2020
KRW,0.792605,0.80053,0.808456,9/3/2020
KWD,"3,080.19","3,110.99","3,141.79",9/3/2020
LSL,56.031631,56.59189,57.15215,9/3/2020
LYD,690.792107,697.69933,704.606554,9/3/2020
MAD,102.39009,103.413887,104.437685,9/3/2020
MRO,2.633388,2.659719,2.686051,9/3/2020
MUR,23.652016,23.888512,24.125008,9/3/2020
MWK,1.261391,1.274003,1.286616,9/3/2020
MZN,13.166471,13.298122,13.429774,9/3/2020
NGN,2.469596,2.494289,2.518983,9/3/2020
NOK,106.02506,107.085203,108.145347,9/3/2020
QAR,258.608613,261.194438,263.780263,9/3/2020
RUB,12.474589,12.599322,12.724055,9/3/2020
SAR,250.979553,253.489095,255.998637,9/3/2020
SDG,17.07584,17.246581,17.417323,9/3/2020
SEK,107.647924,108.724294,109.800665,9/3/2020
SGD,690.661261,697.567176,704.473091,9/3/2020
SSP,5.754389,5.811927,5.869465,9/3/2020
SZL,56.034925,56.595218,57.155511,9/3/2020
TRY,127.415986,128.690017,129.964048,9/3/2020
TZS,0.405716,0.409773,0.413829,9/3/2020
UGX,0.255573,0.258128,0.260684,9/3/2020
USD,941.336292,950.748704,960.161116,9/3/2020
XAF,1.684992,1.70184,1.718688,9/3/2020
XDR,"1,334.11","1,347.45","1,360.79",9/3/2020
XOF,1.704289,1.721331,1.738372,9/3/2020
ZAR,56.035867,56.596169,57.156471,9/3/2020
ZMW,47.905075,48.384077,48.863079,9/3/2020
ZWD,2.480892,2.505698,2.530505,9/3/2020
AED,256.215652,258.77755,261.339448,9/2/2020
AOA,1.555198,1.570748,1.586299,9/2/2020
AUD,692.239456,699.161151,706.082847,9/2/2020
BIF,0.487499,0.492374,0.497248,9/2/2020
CAD,720.500763,727.705043,734.909323,9/2/2020
CHF,"1,033.39","1,043.73","1,054.06",9/2/2020
CNY,137.791932,139.169712,140.547492,9/2/2020
DKK,150.547377,152.052698,153.55802,9/2/2020
EGP,59.302207,59.89517,60.488132,9/2/2020
ETB,25.672291,25.928988,26.185685,9/2/2020
EUR,"1,120.64","1,131.84","1,143.05",9/2/2020
GBP,"1,259.07","1,271.66","1,284.25",9/2/2020
GHS,163.053425,164.683795,166.314164,9/2/2020
GNF,0.097406,0.09838,0.099354,9/2/2020
HKD,121.433887,122.648103,123.862319,9/2/2020
ILS,279.878186,282.676685,285.475184,9/2/2020
INR,12.876379,13.005129,13.13388,9/2/2020
JPY,8.872391,8.961106,9.049821,9/2/2020
KES,8.689814,8.776704,8.863593,9/2/2020
KMF,2.277506,2.300279,2.323051,9/2/2020
KRW,0.793363,0.801295,0.809228,9/2/2020
KWD,"3,081.39","3,112.20","3,143.01",9/2/2020
LSL,56.570141,57.135786,57.70143,9/2/2020
LYD,690.632026,697.537649,704.443272,9/2/2020
MAD,102.942327,103.971646,105.000965,9/2/2020
MRO,2.632778,2.659103,2.685428,9/2/2020
MUR,23.67665,23.913393,24.150136,9/2/2020
MWK,1.261098,1.273708,1.286318,9/2/2020
MZN,13.186006,13.317853,13.4497,9/2/2020
NGN,2.469023,2.493711,2.518399,9/2/2020
NOK,107.26253,108.335047,109.407564,9/2/2020
QAR,258.548684,261.13391,263.719135,9/2/2020
RUB,12.780384,12.908175,13.035966,9/2/2020
SAR,250.951508,253.460769,255.970031,9/2/2020
SDG,17.071883,17.242585,17.413286,9/2/2020
SEK,108.313759,109.396787,110.479815,9/2/2020
SGD,691.566557,698.481524,705.396491,9/2/2020
SSP,5.753055,5.81058,5.868105,9/2/2020
SZL,56.554613,57.120102,57.685591,9/2/2020
TRY,127.661266,128.937749,130.214233,9/2/2020
TZS,0.405622,0.409678,0.413734,9/2/2020
UGX,0.255984,0.258544,0.261103,9/2/2020
USD,941.118151,950.528382,959.938613,9/2/2020
XAF,1.69166,1.708575,1.72549,9/2/2020
XDR,"1,339.72","1,353.12","1,366.51",9/2/2020
XOF,1.719893,1.737091,1.754288,9/2/2020
ZAR,56.554142,57.119627,57.685111,9/2/2020
ZMW,48.106195,48.587209,49.068222,9/2/2020
ZWD,2.480317,2.505118,2.529918,9/2/2020
ZWD,2.479299,2.504089,2.52888,9/1/2020
AED,256.11047,258.671316,261.232162,9/1/2020
AOA,1.566318,1.58198,1.597642,9/1/2020
AUD,696.141534,703.102246,710.062958,9/1/2020
BIF,0.487299,0.492172,0.497044,9/1/2020
CAD,723.22285,730.454348,737.685846,9/1/2020
CHF,"1,044.26","1,054.70","1,065.14",9/1/2020
CNY,137.931038,139.310209,140.68938,9/1/2020
DKK,151.541075,153.056333,154.57159,9/1/2020
EGP,59.277863,59.870581,60.4633,9/1/2020
ETB,25.6848,25.941622,26.198445,9/1/2020
EUR,"1,127.98","1,139.26","1,150.54",9/1/2020
GBP,"1,261.38","1,273.99","1,286.61",9/1/2020
GHS,163.087147,164.717853,166.34856,9/1/2020
GNF,0.097366,0.098339,0.099313,9/1/2020
HKD,121.384036,122.597753,123.811471,9/1/2020
ILS,280.472131,283.276569,286.081007,9/1/2020
INR,12.865918,12.994565,13.123211,9/1/2020
JPY,8.89603,8.984982,9.073933,9/1/2020
KES,8.694714,8.781652,8.86859,9/1/2020
KMF,2.276571,2.299334,2.322098,9/1/2020
KRW,0.794918,0.802867,0.810815,9/1/2020
KWD,"3,080.33","3,111.13","3,141.93",9/1/2020
LSL,55.921332,56.480488,57.039645,9/1/2020
LYD,690.348507,697.251295,704.154083,9/1/2020
MAD,103.223678,104.255811,105.287944,9/1/2020
MRO,2.631697,2.658012,2.684326,9/1/2020
MUR,23.666931,23.903576,24.140221,9/1/2020
MWK,1.260581,1.273185,1.28579,9/1/2020
MZN,13.211637,13.34374,13.475843,9/1/2020
NGN,2.46801,2.492687,2.517365,9/1/2020
NOK,108.553394,109.638819,110.724243,9/1/2020
QAR,258.442544,261.026709,263.610873,9/1/2020
RUB,12.746446,12.873897,13.001349,9/1/2020
SAR,250.831554,253.339616,255.847678,9/1/2020
SDG,17.064875,17.235506,17.406138,9/1/2020
SEK,109.274936,110.367575,111.460214,9/1/2020
SGD,693.11614,700.046601,706.977063,9/1/2020
SSP,5.750694,5.808195,5.865696,9/1/2020
SZL,55.91945,56.478588,57.037726,9/1/2020
TRY,128.153071,129.434472,130.715874,9/1/2020
TZS,0.405455,0.40951,0.413564,9/1/2020
UGX,0.255409,0.257963,0.260516,9/1/2020
USD,940.731802,950.13817,959.544538,9/1/2020
XAF,1.690025,1.706923,1.723822,9/1/2020
XDR,"1,334.81","1,348.16","1,361.51",9/1/2020
XOF,1.705076,1.722125,1.739174,9/1/2020
ZAR,55.918509,56.477638,57.036767,9/1/2020
ZMW,48.101028,48.58199,49.062952,9/1/2020
AED,256.048416,258.608641,261.168867,8/31/2020
AOA,1.576284,1.592046,1.607807,8/31/2020
AUD,691.223317,698.134852,705.046387,8/31/2020
BIF,0.487651,0.492527,0.497403,8/31/2020
CAD,718.682268,725.868365,733.054462,8/31/2020
CHF,"1,040.53","1,050.93","1,061.33",8/31/2020
CNY,137.256664,138.629092,140.00152,8/31/2020
DKK,150.418075,151.922104,153.426133,8/31/2020
EGP,59.37589,59.969589,60.563288,8/31/2020
ETB,26.061362,26.321949,26.582537,8/31/2020
EUR,"1,119.48","1,130.68","1,141.87",8/31/2020
GBP,"1,254.77","1,267.32","1,279.87",8/31/2020
GHS,162.492734,164.117497,165.742261,8/31/2020
GNF,0.097342,0.098315,0.099289,8/31/2020
HKD,121.349922,122.563299,123.776676,8/31/2020
ILS,279.583114,282.378663,285.174212,8/31/2020
INR,12.812954,12.941071,13.069188,8/31/2020
JPY,8.908453,8.997528,9.086604,8/31/2020
KES,8.696369,8.783324,8.870279,8/31/2020
KMF,2.23934,2.261731,2.284122,8/31/2020
KRW,0.793785,0.801722,0.809659,8/31/2020
KWD,"3,080.59","3,111.39","3,142.19",8/31/2020
LSL,56.755176,57.322671,57.890165,8/31/2020
LYD,687.055474,693.925335,700.795196,8/31/2020
MAD,102.685153,103.711901,104.738648,8/31/2020
MRO,2.63106,2.657368,2.683675,8/31/2020
MUR,23.661196,23.897784,24.134372,8/31/2020
MWK,1.260275,1.272877,1.285478,8/31/2020
MZN,13.136958,13.268314,13.399671,8/31/2020
NGN,2.467412,2.492084,2.516755,8/31/2020
