average value
843.273321
843.383553
843.463553
843.563554
843.653767
843.753981
843.847195
843.931206
844.013206
844.083527
844.173844
844.24391
844.294124
844.394337
844.50455
844.58655
844.669765
844.829978
844.997
845.157321
845.307643
845.437855
845.546177
845.626174
845.776495
845.896494
846.028526
846.180548
846.290551
846.435551
846.545864
846.675863
846.785864
846.885864
847.053885
847.164207
847.304206
847.404206
847.484528
847.584527
847.694741
847.864788
847.966532
848.106532
848.216532
848.335283
848.465283
848.585283
848.675318
848.755322
848.905322
849.035322
849.135535
849.245856
849.37607
849.546391
849.716713
849.856713
850.006713
850.196926
850.34714
850.44714
850.57714
850.687461
850.807461
850.947674
851.057675
851.127996
851.26821
851.388423
851.51843
851.638643
851.748645
851.918644
852.068858
852.175366
852.263992
852.412968
852.54299
852.679396
852.816418
852.926164
853.063696
853.183728
853.319043
853.419364
853.529578
853.657607
853.755778
853.846099
853.974176
854.051888
854.150104
854.270125
854.428165
854.556329
854.675959
854.795612
854.881092
854.981305
855.060472
854.98645
855.086574
855.196787
855.343881
855.354145
855.492713
855.600926
855.721247
855.821461
855.951782
856.091996
856.202209
856.338345
856.468657
856.568979
856.6893
856.789622
856.899835
857.020049
857.128719
857.267574
857.377787
857.498
857.625768
857.733828
857.792755
857.932968
858.053092
858.161121
858.258951
858.416012
858.553342
858.661519
858.791841
858.929248
859.076125
859.233335
859.373549
859.483763
859.603976
859.764189
859.875099
860.025222
860.195507
860.355504
860.475954
860.605885
860.765958
860.935529
861.095663
861.236022
861.366068
861.515946
861.656373
861.816641
861.966597
862.136405
862.256242
862.406274
862.565819
862.676228
862.835823
862.976036
863.126194
863.256526
863.426851
863.607307
863.767765
863.958086
864.13779
864.328094
864.487994
864.668316
864.828279
865.018601
865.198525
865.388868
865.548965
865.689184
865.838948
865.960166
866.120368
866.290681
866.470869
866.660626
866.810559
863.607307
866.950982
867.061085
867.211086
867.370653
867.540658
867.701153
867.881635
868.05174
868.231426
868.421569
868.581358
868.771578
868.941899
869.101785
869.252139
869.442505
869.622828
869.813041
869.993363
870.163684
870.324006
870.51254
870.692862
870.883186
871.063399
871.233721
871.394045
871.584367
871.764691
871.955013
872.125334
872.305655
872.495977
872.676301
872.866734
873.037055
873.21738
873.377704
873.548029
873.72835
873.918672
874.098993
874.188446
874.284811
874.451129
874.626221
874.792601
874.88903
875.099006
875.19527
875.300384
875.480597
875.650811
875.801135
875.941348
876.09167
876.271991
876.432115
876.582328
876.742451
876.882664
877.042986
877.193199
877.363412
877.483626
877.563937
877.704151
877.864472
878.034793
878.155115
878.175115
878.305328
878.47565
878.535971
878.656094
878.776308
878.956629
879.086842
879.100874
879.271196
879.391409
879.571731
879.731944
879.862265
880.042479
880.202692
880.286714
880.406927
880.597141
880.777354
880.967666
881.11779
881.287913
881.478235
881.658448
881.848572
881.945742
882.145866
882.316079
882.506091
882.686215
882.846428
883.026449
883.181025
883.371239
883.54126
883.711291
883.901505
884.101628
884.241628
884.401781
884.521904
884.651936
884.84206
884.992273
885.112486
885.3127
885.472913
885.663127
885.78334
885.78334
885.78334
885.963553
886.103767
886.30389
886.444104
886.564317
886.71444
886.874564
887.074687
887.234901
887.355114
887.515237
887.62545
887.775574
887.905697
888.05582
888.206034
888.406157
888.566371
888.686584
888.856707
889.00683
889.136954
889.287167
889.427392
889.597605
889.747729
889.877852
890.057976
890.158099
890.278242
890.418456
890.608579
890.758591
890.868612
890.968826
891.088949
891.219072
891.369216
891.489341
891.679555
891.819576
891.98979
892.150003
892.270126
892.430249
892.560373
892.710694
892.810817
892.850941
892.951065
893.111188
893.191311
893.371435
893.541559
893.581682
893.711806
893.882019
894.002239
894.152383
894.312506
894.462818
894.573179
894.713392
894.863436
895.023435
895.143436
895.333439
895.533438
895.743434
895.923434
896.123431
896.333428
896.483429
896.703429
896.893429
897.093436
897.343438
897.56344
897.79344
898.03344
898.28344
898.433563
898.683777
898.8239
899.073912
899.254035
899.454161
899.674284
899.924498
900.094711
900.324732
900.574856
900.715069
900.905282
901.155496
901.305817
901.466031
901.636352
901.736698
901.97702
902.227233
902.407236
902.547739
902.657952
902.818165
902.958378
903.108592
903.358913
903.599235
903.849448
903.999769
904.2478
904.448013
904.678226
904.818547
904.978761
905.129082
905.379404
905.609725
905.860047
906.10026
906.250582
906.500903
906.681116
906.931429
907.07175
907.322182
907.482504
907.682825
907.803147
907.95336
908.203672
908.323994
908.494426
908.67464
908.824952
908.824952
909.045265
909.215577
909.44579
909.636112
909.786433
909.956433
910.136432
910.35643
910.48643
910.696479
910.896486
911.06655
911.306616
911.507104
911.517103
911.697583
911.967628
911.963706
912.143728
912.163795
912.434008
912.664329
912.774543
913.024574
913.294894
913.545136
913.785454
914.035667
914.265979
914.446164
914.636487
914.86662
915.026833
915.317155
915.544187
915.624619
915.874941
916.075255
916.255667
916.465881
916.656203
916.926524
917.136846
917.387167
917.5376
917.739734
917.980056
918.160377
918.380736
918.580949
918.831163
919.051484
919.331805
919.562127
919.812448
920.012769
920.263082
920.443403
920.673725
920.894037
921.084359
921.33468
921.565001
921.785323
921.955644
922.105957
922.246278
922.367092
922.517438
922.707477
922.95753
923.218095
923.398122
923.618444
923.768867
923.909188
924.029509
924.169831
924.300152
924.450467
924.610788
924.751109
924.931542
925.061975
925.252296
925.412719
925.593041
925.763362
925.913684
926.084116
926.254572
926.444996
926.605428
926.775861
926.956293
927.166618
927.326942
927.477375
927.647696
927.788017
927.908339
928.128651
928.289083
928.449115
928.619547
928.759869
928.910082
929.080404
929.200725
929.381047
929.240725
929.341047
929.290734
929.441167
929.581488
929.731631
929.541199
929.761521
929.861842
930.041874
929.881553
930.032194
930.152447
930.272808
930.442841
930.513153
930.533474
930.613796
930.583474
930.573153
930.683366
930.743798
930.593477
930.76369
930.713365
930.743687
930.784008
930.84404
930.874106
930.864053
930.824026
930.994087
931.064117
931.144188
931.247266
931.377641
931.527779
931.578081
931.638168
931.708181
931.758446
931.768602
931.898634
932.078957
932.058731
932.209072
932.379107
932.479337
932.599627
932.739844
932.860074
933.030321
932.93002
933.090111
933.190418
933.390681
933.430681
933.500995
933.551427
933.741749
933.982075
934.0724
934.332721
934.523364
934.59371
934.784031
934.944352
935.144674
935.13446
935.2448
935.094368
935.22469
935.445002
935.615324
935.835645
935.906077
936.146399
936.47672
936.587041
936.506729
937.077161
937.446041
937.706362
937.886806
938.225796
938.600088
938.97041
939.210533
939.725565
939.805887
940.106208
940.49624
940.706562
941.031584
941.471905
941.917231
942.414231
942.978735
942.878414
943.238418
943.684418
943.952743
943.983064
944.363385
944.71353
945.043743
945.514063
945.974189
946.534331
946.982231
947.072354
947.422675
947.819697
948.246856
948.447069
948.637283
949.057496
949.33762
949.617743
949.907956
950.13817
950.528382
950.748704
950.999025
951.339238
951.739452
951.959773
952.340095
952.540416
952.720737
953.237059
953.45738
953.687401
954.093023
954.303344
954.563558
955.010681
955.257894
955.843908
956.241586
956.509799
956.809924
957.040138
957.406888
957.973909
957.973909
958.244123
958.890144
959.140357
959.360501
959.836714
960.096927
960.297052
960.813084
961.219405
961.439737
961.63995
961.947164
962.097485
962.407607
962.597928
962.75825
962.928463
963.078676
963.25889
963.459104
963.749317
963.929438
964.199551
964.489674
964.817706
965.03792
965.278052
965.566073
965.874388
966.121601
966.341724
966.669736
966.858949
967.03897
967.208992
967.459313
967.739436
967.939458
968.169479
968.429491
968.589523
968.829555
969.029577
969.189898
969.41991
969.619932
969.809944
969.959965
970.089998
970.260019
970.52004
970.710062
970.950083
971.151404
971.321617
971.541939
971.73226
971.912474
972.152688
972.372901
972.475036
972.54525
972.848671
972.688239
972.912239
973.192252
973.212465
973.454098
973.554419
973.62474
973.794873
973.995086
974.165299
974.415513
974.655834
974.555512
974.745726
974.826038
974.92636
975.196381
975.406524
975.436645
975.466759
975.666972
975.827104
975.957104
976.107227
976.197441
976.357654
976.547867
976.437654
976.547867
976.505733
976.635946
976.70516
976.573946
976.884159
976.974373
976.974373
976.96416
977.184373
977.144057
977.384057
977.283736
977.383949
977.50427
977.384238
977.39427
977.474592
977.579613
977.679827
977.86004
978.050361
978.150382
978.230404
978.390728
978.350696
978.620909
978.570696
978.940909
978.928777
979.10899
979.282203
979.472316
979.682529
979.912979
980.193011
980.443323
980.557526
980.691559
980.981772
981.052084
981.162406
981.242619
981.342941
981.362973
981.443405
981.563727
981.654048
981.85426
981.934474
982.134686
982.090654
982.270866
982.220545
982.360577
982.490598
982.440277
982.600309
982.730341
982.980373
983.100394
983.120606
983.317609
983.357641
983.417963
983.577995
983.818207
983.918628
984.068949
984.29897
984.488992
984.629013
984.809026
984.979047
985.079369
985.129401
985.419422
985.31939
985.309378
985.55941
985.689431
985.939452
985.899431
986.179452
986.349473
986.539495
986.439473
986.679686
986.779864
987.009907
987.159939
987.139896
987.279928
987.51995
987.720271
987.960292
988.110314
988.340335
988.260292
988.470324
988.720356
988.900388
988.810356
988.980388
989.230409
989.410441
989.630455
989.66049
989.640479
989.84069
990.010811
990.230957
990.150896
990.370908
990.571052
990.491033
990.699156
990.939173
991.069192
991.2592
991.429222
991.459237
991.739259
991.939451
992.109486
992.249523
992.449659
992.689687
992.849719
993.019745
993.219838
993.449868
993.730021
993.930158
994.060184
994.31022
994.510375
994.760395
994.920412
995.05045
994.880435
995.130459
995.41049
995.680515
995.93053
996.150551
996.190583
996.370605
996.580626
996.75095
997.021161
997.31128
997.531493
997.811706
998.06183
